1,697,70 
2,717,71 
3,738,71 
4,758,71 
5,777,71 
6,797,72 
7,817,72 
8,837,72 
9,857,73 
10,877,73 
11,897,73 
12,918,74 
13,937,75 
14,957,75 
15,977,76 
16,997,76 
17,1017,77 
18,1037,78 
19,1057,78 
20,1078,78 
21,1097,78 
22,1117,79 
23,1338,80 
24,1357,80 
25,1377,81 
26,1398,81 
27,1418,82 
28,1437,83 
29,1457,84 
30,1478,85 
31,1497,85 
32,1517,86 
33,1537,86 
34,1557,87 
35,1577,87 
36,1597,87 
37,1618,89 
38,1637,90 
39,1658,90 
40,1677,91 
41,1698,93 
42,1719,92 
43,1738,93 
44,1757,94 
45,1777,95 
46,1797,95 
47,1818,96 
48,2038,96 
49,2058,96 
50,2077,98 
51,2097,100 
52,2117,99 
53,2137,100 
54,2157,101 
55,2177,102 
56,2197,102 
57,2218,103 
58,2237,103 
59,2258,105 
60,2277,106 
61,2297,107 
62,2318,107 
63,2337,106 
64,2357,108 
65,2377,109 
66,2398,110 
67,2418,111 
68,2437,112 
69,2457,112 
70,2477,112 
71,2497,114 
72,2517,113 
73,2737,116 
74,2757,116 
75,2778,118 
76,2797,119 
77,2817,118 
78,2837,119 
79,2857,120 
80,2877,121 
81,2898,121 
82,2917,123 
83,2937,123 
84,2958,125 
85,2978,126 
86,2997,125 
87,3017,127 
88,3037,128 
89,3057,127 
90,3078,130 
91,3097,131 
92,3117,131 
93,3137,134 
94,3157,134 
95,3178,133 
96,3197,134 
97,3217,136 
98,3437,138 
99,3458,135 
100,3477,139 
102,3517,141 
104,3557,141 
106,3597,142 
108,3637,145 
110,3677,146 
112,3717,148 
114,3758,150 
116,3797,151 
118,3837,153 
120,3877,155 
122,3917,157 
124,4157,158 
126,4197,158 
128,4237,163 
130,4277,166 
132,4317,165 
134,4357,167 
136,4398,170 
138,4437,171 
140,4477,172 
142,4518,174 
144,4559,177 
146,4598,179 
148,4838,180 
150,4877,180 
152,4917,185 
154,4958,186 
156,4997,189 
158,5039,189 
160,5077,192 
162,5117,193 
164,5157,195 
166,5197,199 
168,5238,197 
170,5278,200 
172,5318,202 
174,5557,206 
176,5597,206 
178,5638,207 
180,5677,209 
182,5717,210 
184,5758,214 
186,5797,215 
188,5837,217 
190,5878,221 
192,5918,217 
194,5959,224 
196,5997,226 
198,6237,229 
200,6277,230 
203,6337,235 
206,6398,234 
209,6457,240 
212,6517,243 
215,6577,244 
218,6637,249 
221,6697,250 
224,6957,252 
227,7018,257 
230,7077,258 
233,7138,261 
236,7198,264 
239,7258,268 
242,7318,272 
245,7377,273 
248,7637,280 
251,7697,281 
254,7758,288 
257,7818,288 
260,7878,291 
263,7937,295 
266,7997,295 
269,8057,298 
272,8117,302 
275,8377,306 
278,8437,310 
281,8499,315 
284,8557,310 
287,8618,318 
290,8677,322 
293,8737,327 
296,8797,325 
299,9057,328 
302,9117,333 
306,9197,335 
310,9277,341 
314,9359,348 
318,9437,350 
322,9517,357 
326,9798,362 
330,9878,366 
334,9957,367 
338,10038,372 
342,10117,373 
346,10197,379 
350,10477,387 
354,10558,388 
358,10638,395 
362,10719,399 
366,10798,405 
370,10879,405 
374,11158,415 
378,11237,414 
382,11317,421 
386,11397,423 
390,11477,425 
394,11559,436 
398,11838,435 
402,11917,441 
407,12018,448 
412,12117,453 
417,12218,459 
422,12319,463 
427,12618,466 
432,12717,475 
437,12817,484 
442,12917,483 
447,13017,493 
452,13318,496 
457,13417,507 
462,13517,509 
467,13618,510 
472,13717,520 
477,14018,527 
482,14117,530 
487,14217,542 
492,14317,544 
497,14617,547 
502,14718,551 
508,14838,562 
514,14957,570 
520,15077,578 
526,15397,582 
532,15518,589 
538,15637,598 
544,15757,603 
550,16077,615 
556,16197,619 
562,16317,624 
568,16437,632 
574,16757,637 
580,16877,640 
586,16997,650 
592,17117,658 
598,17437,662 
604,17557,673 
611,17698,677 
618,17837,693 
625,18177,696 
632,18317,706 
639,18457,723 
646,18598,719 
653,18937,734 
660,19078,740 
667,19218,750 
674,19557,759 
681,19697,763 
688,19837,772 
695,19977,785 
702,20318,792 
710,20479,805 
718,20638,807 
726,20998,818 
734,21158,830 
742,21318,838 
750,21677,844 
758,21837,862 
766,21998,870 
774,22358,880 
782,22517,883 
790,22677,903 
798,23038,915 
806,23198,915 
815,23377,929 
824,23757,936 
833,23937,953 
842,24117,967 
851,24497,969 
860,24677,983 
869,24857,1001 
878,25237,1004 
887,25417,1024 
896,25797,1030 
905,25977,1044 
915,26177,1052 
925,26577,1058 
935,26777,1076 
945,27177,1092 
955,27377,1105 
965,27577,1117 
975,27977,1125 
985,28178,1142 
995,28577,1153 
1005,28777,1175 
1016,28997,1183 
1027,29418,1199 
1038,29637,1200 
1049,30058,1227 
1060,30277,1228 
1071,30697,1249 
1082,30917,1268 
1093,31137,1279 
1104,31557,1295 
1116,31797,1304 
1128,32237,1327 
1140,32477,1338 
1152,32917,1355 
1164,33157,1373 
1176,33597,1398 
1188,33837,1414 
1200,34277,1422 
1213,34538,1433 
1226,34997,1452 
1239,35257,1471 
1252,35717,1488 
1265,35977,1500 
1278,36437,1527 
1291,36697,1540 
1304,37157,1554 
1318,37637,1566 
1332,37917,1597 
1346,38397,1616 
1360,38677,1630 
1374,39158,1649 
1388,39437,1670 
1402,39917,1687 
1417,40417,1701 
1432,40717,1720 
1447,41217,1750 
1462,41517,1765 
1477,42018,1774 
1492,42517,1812 
