1,697,70 
2,717,71 
3,738,71 
4,758,71 
5,777,71 
6,797,72 
7,817,72 
8,837,72 
9,857,73 
10,877,73 
11,897,74 
12,918,74 
13,937,74 
14,957,75 
15,977,76 
16,997,76 
17,1017,77 
18,1037,77 
19,1057,78 
20,1078,78 
21,1097,79 
22,1117,79 
23,1338,80 
24,1357,80 
25,1377,81 
26,1398,81 
27,1418,82 
28,1437,83 
29,1457,84 
30,1478,84 
31,1497,85 
32,1517,85 
33,1537,86 
34,1557,87 
35,1577,87 
36,1597,88 
37,1618,90 
38,1637,90 
39,1658,91 
40,1677,90 
41,1698,92 
42,1719,92 
43,1738,92 
44,1757,95 
45,1777,95 
46,1797,95 
47,1818,96 
48,2038,96 
49,2058,98 
50,2077,97 
51,2097,99 
52,2117,100 
53,2137,100 
54,2157,101 
55,2177,101 
56,2197,102 
57,2218,104 
58,2237,104 
59,2258,104 
60,2277,105 
61,2297,106 
62,2318,106 
63,2337,108 
64,2357,109 
65,2377,109 
66,2398,110 
67,2418,110 
68,2437,112 
69,2457,111 
70,2477,112 
71,2497,114 
72,2517,114 
73,2737,115 
74,2757,117 
75,2778,118 
76,2797,118 
77,2817,118 
78,2837,120 
79,2857,121 
80,2877,120 
81,2898,122 
82,2917,123 
83,2937,122 
84,2958,124 
85,2978,125 
86,2997,125 
87,3017,126 
88,3037,126 
89,3057,129 
90,3078,129 
91,3097,130 
92,3117,131 
93,3137,133 
94,3157,133 
95,3178,134 
96,3197,135 
97,3217,136 
98,3437,137 
99,3458,137 
100,3477,136 
101,3497,138 
102,3517,140 
103,3537,142 
104,3557,142 
105,3577,141 
106,3597,145 
107,3618,146 
108,3637,146 
109,3657,145 
110,3677,145 
111,3697,147 
112,3717,148 
113,3737,150 
114,3757,152 
115,3777,150 
116,3797,150 
117,3817,151 
118,3838,152 
119,3857,155 
120,3877,155 
121,3898,156 
122,3919,156 
123,4138,158 
124,4158,160 
125,4177,160 
126,4197,162 
127,4218,162 
128,4237,163 
129,4259,162 
130,4277,165 
131,4297,164 
132,4317,166 
133,4337,164 
134,4358,167 
135,4378,168 
136,4398,166 
137,4417,169 
138,4437,172 
139,4458,175 
140,4477,173 
141,4497,173 
142,4518,175 
143,4537,175 
144,4557,178 
145,4578,178 
146,4598,181 
147,4619,180 
148,4837,181 
149,4857,181 
150,4877,184 
151,4897,183 
152,4918,185 
153,4937,186 
154,4957,185 
155,4977,187 
156,4997,187 
157,5017,190 
158,5037,191 
159,5058,191 
160,5077,194 
161,5098,192 
162,5118,194 
163,5138,194 
164,5158,193 
165,5177,196 
166,5197,195 
167,5217,199 
168,5238,199 
169,5258,201 
170,5278,201 
171,5297,202 
172,5317,206 
173,5537,205 
174,5557,207 
175,5577,209 
176,5597,208 
177,5619,207 
178,5637,208 
179,5658,211 
180,5677,210 
181,5697,212 
182,5717,213 
183,5737,211 
184,5757,215 
185,5777,216 
186,5797,214 
187,5819,217 
188,5837,220 
189,5857,220 
190,5878,218 
191,5898,222 
192,5917,219 
193,5938,221 
194,5957,224 
195,5977,224 
196,5997,226 
197,6018,228 
198,6238,230 
199,6259,227 
200,6278,229 
201,6299,229 
202,6318,231 
203,6337,233 
204,6357,235 
205,6377,233 
206,6397,237 
207,6419,238 
208,6438,241 
209,6457,240 
210,6478,236 
211,6497,240 
212,6518,242 
213,6539,243 
214,6558,245 
215,6577,246 
216,6597,250 
217,6617,247 
218,6637,251 
219,6658,249 
220,6677,248 
221,6697,252 
222,6718,250 
223,6937,253 
224,6958,252 
225,6977,256 
226,6997,255 
227,7017,257 
228,7037,255 
229,7058,264 
230,7078,260 
231,7097,262 
232,7117,262 
233,7137,263 
234,7158,262 
235,7177,264 
236,7197,264 
237,7217,267 
238,7237,269 
239,7257,269 
240,7277,270 
241,7297,272 
242,7317,274 
243,7337,275 
244,7357,276 
245,7377,274 
246,7397,276 
247,7418,276 
248,7637,278 
249,7657,279 
250,7677,281 
251,7697,280 
252,7718,282 
253,7737,281 
254,7758,285 
255,7778,283 
256,7797,286 
257,7817,291 
258,7837,291 
259,7857,291 
260,7878,287 
261,7899,293 
262,7918,297 
263,7938,292 
264,7958,292 
265,7978,299 
266,7997,296 
267,8017,297 
268,8038,296 
269,8058,300 
270,8077,300 
271,8097,298 
272,8118,300 
273,8338,304 
274,8357,306 
275,8377,306 
276,8397,306 
277,8417,308 
278,8437,309 
279,8457,310 
280,8477,309 
281,8497,312 
282,8517,311 
283,8537,312 
284,8557,315 
285,8577,315 
286,8597,315 
287,8617,316 
288,8637,317 
289,8657,320 
290,8677,321 
291,8697,319 
292,8718,321 
293,8737,327 
294,8757,323 
295,8777,326 
296,8798,322 
297,8817,331 
298,9038,328 
299,9057,330 
300,9077,336 
301,9097,333 
302,9117,334 
303,9137,337 
304,9157,337 
305,9177,338 
306,9197,338 
307,9217,342 
308,9237,341 
309,9257,341 
310,9277,342 
311,9297,345 
312,9318,346 
313,9337,344 
314,9357,344 
315,9377,348 
316,9397,349 
317,9417,346 
318,9437,351 
319,9457,350 
320,9477,356 
321,9497,358 
322,9517,359 
323,9737,354 
324,9758,356 
325,9777,355 
326,9797,361 
327,9817,358 
328,9837,360 
329,9857,360 
330,9877,365 
331,9898,364 
332,9917,365 
333,9937,365 
334,9958,368 
335,9978,368 
336,9997,368 
337,10017,369 
338,10037,374 
339,10057,373 
340,10079,377 
341,10097,377 
342,10118,378 
343,10138,377 
